task_id,digit,mnist_idx,is_black,nr,kappa,E_min,E_min_minus,E_max
79,5,65,0,8,2.0,-47.64065578790116,-51.50205465463004,51.50205465463004
80,5,100,0,8,2.0,-50.2159185947158,-54.266979348213596,54.266979348213596
81,5,132,0,8,2.0,-52.34112822588903,-56.47363895964052,56.47363895964052
82,5,138,0,8,2.0,-47.936376981778764,-51.39007613544064,51.39007613544064
83,5,145,0,8,2.0,-47.68314824273315,-51.47536547934585,51.47536547934585
84,5,173,0,8,2.0,-53.803873560825075,-57.57607977051768,57.57607977051768
85,5,175,0,8,2.0,-46.66109017130276,-51.26250968893531,51.26250968893531
86,5,182,0,8,2.0,-47.144646270492096,-50.80671981819188,50.80671981819188
87,5,191,0,8,2.0,-47.721172442828205,-51.462530355083445,51.462530355083445
88,5,219,0,8,2.0,-45.84484958866859,-48.5827019978184,48.5827019978184
89,5,236,0,8,2.0,-50.3573259875867,-54.30393543631335,54.30393543631335
9,0,75,0,8,2.0,-46.49494904619181,-49.098034166611484,49.098034166611484
90,6,13,0,8,2.0,-46.14424250174597,-50.48781220668454,50.48781220668454
92,6,32,0,8,2.0,-45.7729040091385,-50.22464852725379,50.22464852725379
94,6,39,0,8,2.0,-47.62515652075917,-50.74642207301683,50.74642207301683
95,6,62,0,8,2.0,-47.74344991717729,-50.90696297539241,50.90696297539241
96,6,66,0,8,2.0,-45.740017293815825,-49.10350812918631,49.10350812918631
97,6,73,0,8,2.0,-45.3131932323581,-49.215737557894904,49.215737557894904
98,6,83,0,8,2.0,-44.731744159524574,-47.995264447656325,47.995264447656325
1,0,21,0,9,2.0,-58.551841206536764,-62.885192410549486,62.885192410549486
10,0,81,0,9,2.0,-59.65386958830289,-63.8546951676619,63.8546951676619
101,6,106,0,9,2.0,-62.118909291057705,-66.291529579508,66.291529579508
102,6,126,0,9,2.0,-60.99723274345075,-63.239207707152985,63.239207707152985
104,6,147,0,9,2.0,-61.76235603542287,-64.22722680892734,64.22722680892734
105,7,15,0,9,2.0,-63.194507095590474,-64.51611980728757,64.51611980728757
106,7,29,0,9,2.0,-68.95866143342428,-70.16888619638512,70.16888619638512
107,7,38,0,9,2.0,-61.84390581509474,-64.05888372628351,64.05888372628351
108,7,42,0,9,2.0,-69.18754232421331,-73.65583543311992,73.65583543311992
110,7,71,0,9,2.0,-62.403551879586225,-67.80751987263785,67.80751987263785
111,7,79,0,9,2.0,-64.22474759169393,-68.41797521752719,68.41797521752719
112,7,84,0,9,2.0,-68.17076276388946,-69.2150129756394,69.2150129756394
113,7,91,0,9,2.0,-59.90158612718342,-64.76884775866223,64.76884775866223
114,7,96,0,9,2.0,-64.79829006927635,-69.8987000058972,69.8987000058972
115,7,101,0,9,2.0,-61.93254912435192,-65.84105158664894,65.84105158664894
116,7,103,0,9,2.0,-66.36964087191997,-70.87187410051291,70.87187410051291
118,7,140,0,9,2.0,-66.86376937098767,-67.9084673129417,67.9084673129417
119,7,141,0,9,2.0,-62.82130307393056,-66.95173635079496,66.95173635079496
12,0,95,0,9,2.0,-58.832894274194686,-62.48147379170218,62.48147379170218
120,8,17,0,9,2.0,-62.304237871814465,-67.17536190529654,67.17536190529654
121,8,31,0,9,2.0,-61.136086720131004,-66.55196173898354,66.55196173898354
122,8,41,0,9,2.0,-60.00770009638762,-64.46075466693549,64.46075466693549
123,8,46,0,9,2.0,-63.68659802673905,-67.27728349372232,67.27728349372232
124,8,55,0,9,2.0,-59.88618306822822,-64.68659105282369,64.68659105282369
126,8,94,0,9,2.0,-61.2346564177498,-65.97591294609018,65.97591294609018
127,8,97,0,9,2.0,-59.992411569302824,-62.49733302877238,62.49733302877238
128,8,125,0,9,2.0,-60.531486451347455,-65.02506678025176,65.02506678025176
129,8,137,0,9,2.0,-62.943470210997894,-68.47121500940199,68.47121500940199
130,8,144,0,9,2.0,-60.69435791850077,-63.098721406369826,63.098721406369826
131,8,146,0,9,2.0,-58.317144249502306,-62.979098502788844,62.979098502788844
133,8,188,0,9,2.0,-61.27046626377209,-65.73361794996367,65.73361794996367
134,8,197,0,9,2.0,-61.08135157547306,-65.85925609749783,65.85925609749783
135,9,4,0,9,2.0,-61.6227044042459,-66.63809641018454,66.63809641018454
136,9,19,0,9,2.0,-65.1381239570642,-70.24664582303265,70.24664582303265
137,9,22,0,9,2.0,-65.56782990738158,-70.31700166559376,70.31700166559376
138,9,33,0,9,2.0,-63.35525631206958,-67.53088123944724,67.53088123944724
139,9,43,0,9,2.0,-64.44617965178453,-66.53754645770668,66.53754645770668
14,0,114,0,9,2.0,-56.79014001093301,-60.5769570375515,60.5769570375515
140,9,45,0,9,2.0,-60.561377947633524,-63.37488408952637,63.37488408952637
141,9,48,0,9,2.0,-66.60429649545952,-72.18110068324562,72.18110068324562
142,9,54,0,9,2.0,-64.48508968473287,-66.58135328080121,66.58135328080121
143,9,57,0,9,2.0,-62.78450778324183,-67.3117656233225,67.3117656233225
144,9,80,0,9,2.0,-62.037567683789305,-66.43160529510796,66.43160529510796
145,9,87,0,9,2.0,-61.222335751577674,-65.48952560673119,65.48952560673119
146,9,110,0,9,2.0,-59.57976751636776,-64.14254595750356,64.14254595750356
147,9,116,0,9,2.0,-59.772569537277455,-63.018532643337444,63.018532643337444
149,9,153,0,9,2.0,-68.10947939682016,-73.36082839305556,73.36082839305556
150,-1,-1,1,9,2.0,-72.0,-79.03921035584325,79.03921035584325
16,1,6,0,9,2.0,-69.44704353869258,-74.71704935910445,74.71704935910445
17,1,8,0,9,2.0,-72.26324177119604,-78.58982506252528,78.58982506252528
18,1,14,0,9,2.0,-75.72531993740857,-81.61791803270678,81.61791803270678
19,1,23,0,9,2.0,-66.80696800289829,-71.76906046065814,71.76906046065814
2,0,34,0,9,2.0,-61.469182079296715,-66.19017161754137,66.19017161754137
20,1,24,0,9,2.0,-66.09646583085353,-70.89200600068257,70.89200600068257
21,1,40,0,9,2.0,-72.15866678040365,-74.97425625350796,74.97425625350796
22,1,59,0,9,2.0,-68.82222455256009,-71.09158316210876,71.09158316210876
24,1,70,0,9,2.0,-65.41570701945294,-70.22083749760765,70.22083749760765
25,1,72,0,9,2.0,-74.35725425187366,-79.7973449357509,79.7973449357509
26,1,77,0,9,2.0,-67.98145242156887,-69.22159075192677,69.22159075192677
27,1,78,0,9,2.0,-67.75139016164715,-72.87205785044209,72.87205785044209
28,1,99,0,9,2.0,-69.35134847081707,-69.81569322519493,69.81569322519493
29,1,102,0,9,2.0,-76.85417296980923,-82.21916976889607,82.21916976889607
3,0,37,0,9,2.0,-57.82017980846812,-61.68120218368023,61.68120218368023
31,2,16,0,9,2.0,-56.48866383560476,-62.26390096946882,62.26390096946882
32,2,25,0,9,2.0,-57.50311307419942,-61.40766948368181,61.40766948368181
33,2,28,0,9,2.0,-57.1683383505776,-61.42036944286354,61.42036944286354
34,2,76,0,9,2.0,-59.315156294343204,-63.94433317446022,63.94433317446022
35,2,82,0,9,2.0,-57.52975522366693,-62.7159837067943,62.7159837067943
36,2,109,0,9,2.0,-65.24278476228332,-70.082983667947,70.082983667947
37,2,117,0,9,2.0,-59.29847626237294,-63.52021867092223,63.52021867092223
39,2,122,0,9,2.0,-67.09538873205716,-71.95365951495583,71.95365951495583
4,0,51,0,9,2.0,-59.12241787160766,-63.637770541743556,63.637770541743556
40,2,143,0,9,2.0,-59.8250574092449,-64.70043640227264,64.70043640227264
41,2,159,0,9,2.0,-61.520278391067926,-66.2755592381496,66.2755592381496
43,2,171,0,9,2.0,-61.899914812856316,-66.26200122948659,66.26200122948659
45,3,7,0,9,2.0,-59.19205244890205,-63.74082448854524,63.74082448854524
46,3,10,0,9,2.0,-62.4723705756279,-65.64761978274367,65.64761978274367
48,3,27,0,9,2.0,-54.62691950429607,-59.75807890665969,59.75807890665969
5,0,56,0,9,2.0,-57.84222855918722,-61.43424315894512,61.43424315894512
50,3,44,0,9,2.0,-65.86709388400935,-70.75379552591308,70.75379552591308
52,3,50,0,9,2.0,-62.17638097492604,-65.43091049179976,65.43091049179976
53,3,74,0,9,2.0,-63.427608863241275,-67.58963397318684,67.58963397318684
54,3,86,0,9,2.0,-63.19661338823588,-67.53715697943673,67.53715697943673
56,3,107,0,9,2.0,-56.23153126041846,-59.62276276281639,59.62276276281639
59,3,135,0,9,2.0,-60.1702107662222,-63.7290447018316,63.7290447018316
60,4,2,0,9,2.0,-63.806882960530004,-66.22576498996366,66.22576498996366
61,4,9,0,9,2.0,-62.26170216837287,-63.58543067725274,63.58543067725274
64,4,53,0,9,2.0,-62.58554737611939,-68.28847462363814,68.28847462363814
65,4,58,0,9,2.0,-61.345062697246796,-67.22732065430017,67.22732065430017
66,4,60,0,9,2.0,-61.937037954322584,-65.71786061196106,65.71786061196106
67,4,61,0,9,2.0,-63.00758836866475,-65.24368795118916,65.24368795118916
69,4,89,0,9,2.0,-63.40331756796811,-68.15343051751782,68.15343051751782
7,0,68,0,9,2.0,-61.377395029406166,-61.994635646651,61.994635646651
71,4,115,0,9,2.0,-62.21599433290284,-67.13543643473477,67.13543643473477
72,4,127,0,9,2.0,-64.9180286326721,-69.89486244053501,69.89486244053501
73,4,131,0,9,2.0,-60.829517946934764,-64.97207661110086,64.97207661110086
74,4,139,0,9,2.0,-61.64394190331289,-64.62622957839308,64.62622957839308
76,5,11,0,9,2.0,-66.86514399931237,-69.38791804623406,69.38791804623406
77,5,35,0,9,2.0,-67.64674239559281,-68.6445720629641,68.6445720629641
78,5,47,0,9,2.0,-64.9652966385389,-68.14206309736578,68.14206309736578
79,5,65,0,9,2.0,-70.24509431239737,-75.25857703743665,75.25857703743665
8,0,69,0,9,2.0,-57.68769995627662,-62.2683956038136,62.2683956038136
80,5,100,0,9,2.0,-65.610435569873,-68.89508887919547,68.89508887919547
81,5,132,0,9,2.0,-65.79306505573638,-66.91840181092556,66.91840181092556
82,5,138,0,9,2.0,-60.164844351735894,-63.43883598603525,63.43883598603525
83,5,145,0,9,2.0,-63.378321017484154,-65.90038800374559,65.90038800374559
84,5,173,0,9,2.0,-65.6908932324654,-68.3476484992898,68.3476484992898
85,5,175,0,9,2.0,-65.46845030062744,-69.91344154764764,69.91344154764764
86,5,182,0,9,2.0,-61.831631852476214,-63.134038871598776,63.134038871598776
87,5,191,0,9,2.0,-63.94298100772083,-66.3695993302773,66.3695993302773
89,5,236,0,9,2.0,-60.45479134576713,-65.06011594479834,65.06011594479834
9,0,75,0,9,2.0,-61.006969812062515,-61.93219061274907,61.93219061274907
90,6,13,0,9,2.0,-60.0108669549384,-64.25526009276106,64.25526009276106
91,6,18,0,9,2.0,-64.80768916704699,-69.37295734004512,69.37295734004512
93,6,36,0,9,2.0,-61.87440097650563,-66.87287142475562,66.87287142475562
94,6,39,0,9,2.0,-62.377228497824916,-66.15704285129672,66.15704285129672
95,6,62,0,9,2.0,-59.54218604589121,-64.47284537307223,64.47284537307223
96,6,66,0,9,2.0,-63.95653853352098,-68.06356863284508,68.06356863284508
97,6,73,0,9,2.0,-59.88994240578193,-65.46523940255521,65.46523940255521
98,6,83,0,9,2.0,-58.69487596856989,-61.62638955692264,61.62638955692264
